TRAC Assigned Identifier for Individual,State,Detention Facility,Nationality,Gender,Book-In Date,Book-Out Date,Reason for Book-Out
16450,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,8-Nov-12,9-Nov-12,U.S. Marshals or other agency  
16450,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Nov-12,9-Nov-12,Transferred
16450,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,9-Nov-12,19-Nov-12,Removed
16837,Illinois ,MCHENRY COUNTY SHERIFF'S ,GERMANY ,Male ,4-Nov-12,5-Nov-12,Transferred
16837,Illinois ,CHICAGO HOLD ROOM ,GERMANY ,Male ,5-Nov-12,5-Nov-12,Transferred
16837,Illinois ,MCHENRY COUNTY SHERIFF'S ,GERMANY ,Male ,5-Nov-12,5-Nov-12,Order of supervision
16842,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,15-Nov-12,15-Nov-12,Order of recognizance
16914,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,18-May-12,21-May-12,Transferred
16914,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,21-May-12,21-May-12,Transferred
16914,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,21-May-12,13-Jun-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,13-Jun-12,13-Jun-12,Transferred
16914,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,13-Jun-12,3-Aug-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,3-Aug-12,3-Aug-12,Transferred
16914,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,3-Aug-12,21-Aug-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,21-Aug-12,21-Aug-12,Transferred
16914,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,21-Aug-12,28-Aug-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,28-Aug-12,28-Aug-12,Transferred
16914,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,28-Aug-12,17-Sep-12,Transferred
16914,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,17-Sep-12,17-Sep-12,Transferred
16914,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,17-Sep-12,5-Oct-12,Transferred
16914,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,5-Oct-12,5-Oct-12,Transferred
16914,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,5-Oct-12,16-Nov-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,16-Nov-12,16-Nov-12,Transferred
16914,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,16-Nov-12,20-Nov-12,Transferred
16914,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,20-Nov-12,20-Nov-12,Order of supervision
17126,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,17-May-12,17-May-12,Transferred
17126,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,17-May-12,1-Jun-12,Transferred
17126,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,1-Jun-12,1-Jun-12,Transferred
17126,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,1-Jun-12,18-Jul-12,Transferred
17126,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Jul-12,18-Jul-12,Transferred
17126,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,18-Jul-12,28-Aug-12,Transferred
17126,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,28-Aug-12,28-Aug-12,Transferred
17126,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,28-Aug-12,27-Nov-12,Removed
17256,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,16-Nov-12,19-Nov-12,Transferred
17256,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,19-Nov-12,23-Nov-12,Removed
17793,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,16-Jul-12,16-Jul-12,Transferred
17793,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,16-Jul-12,30-Jul-12,Transferred
17793,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Male ,30-Jul-12,30-Jul-12,Transferred
17793,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,30-Jul-12,7-Nov-12,Transferred
17793,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,7-Nov-12,7-Nov-12,Removed
17986,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,3-Oct-12,3-Oct-12,Transferred
17986,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,3-Oct-12,13-Nov-12,Voluntary Return
18710,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,31-Oct-12,6-Nov-12,Removed
18874,Illinois ,BROADVIEW SERVICE STAGING ,TRINIDAD AND TOBAGO ,Male ,26-Oct-12,26-Oct-12,Transferred
18874,Illinois ,MCHENRY COUNTY SHERIFF'S ,TRINIDAD AND TOBAGO ,Male ,26-Oct-12,1-Nov-12,Transferred
18874,Illinois ,CHICAGO HOLD ROOM ,TRINIDAD AND TOBAGO ,Male ,1-Nov-12,1-Nov-12,ATD - Alternatives to Detention
19436,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,16-Mar-12,20-Mar-12,Transferred
19436,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,20-Mar-12,20-Mar-12,Transferred
19436,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,20-Mar-12,11-Jul-12,Transferred
19436,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,11-Jul-12,11-Jul-12,Transferred
19436,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,11-Jul-12,27-Sep-12,Transferred
19436,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,27-Sep-12,27-Sep-12,Transferred
19436,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,27-Sep-12,26-Oct-12,Transferred
19436,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,26-Oct-12,26-Oct-12,Transferred
19436,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,26-Oct-12,21-Nov-12,Transferred
19436,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,21-Nov-12,21-Nov-12,Transferred
19436,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,21-Nov-12,23-Nov-12,Transferred
19436,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,23-Nov-12,23-Nov-12,Transferred
19436,Louisiana ,JENA/LASALLE DETENTION FACILITY ,JAMAICA ,Male ,23-Nov-12,29-Nov-12,Removed
19747,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,10-Jul-12,10-Jul-12,Transferred
19747,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,10-Jul-12,16-Oct-12,Transferred
19747,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,16-Oct-12,16-Oct-12,Transferred
19747,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,16-Oct-12,18-Oct-12,Transferred
19747,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,18-Oct-12,18-Oct-12,Transferred
19747,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,26-Oct-12,Transferred
19747,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,26-Oct-12,26-Oct-12,Transferred
19747,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,26-Oct-12,29-Oct-12,Transferred
19747,Kentucky ,BOONE COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,26-Nov-12,Transferred
19747,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,26-Nov-12,27-Nov-12,Removed
20123,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,12-Oct-12,12-Oct-12,Transferred
20123,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,12-Oct-12,6-Nov-12,Removed
20452,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Male ,9-Jul-12,9-Jul-12,Transferred
20452,Illinois ,JEFFERSON COUNTY JAIL ,POLAND ,Male ,9-Jul-12,7-Aug-12,Transferred
20452,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,7-Aug-12,7-Aug-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,7-Aug-12,8-Aug-12,Transferred
20452,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,8-Aug-12,8-Aug-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,8-Aug-12,30-Aug-12,Transferred
20452,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Male ,30-Aug-12,30-Aug-12,U.S. Marshals or other agency  
20452,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,31-Aug-12,31-Aug-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,31-Aug-12,1-Oct-12,Transferred
20452,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Male ,1-Oct-12,1-Oct-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,1-Oct-12,4-Oct-12,Transferred
20452,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,4-Oct-12,4-Oct-12,U.S. Marshals or other agency  
20452,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Male ,4-Oct-12,4-Oct-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,4-Oct-12,15-Nov-12,Transferred
20452,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Male ,15-Nov-12,15-Nov-12,Transferred
20452,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Male ,15-Nov-12,15-Nov-12,Proceedings Terminated
20756,Illinois ,JEFFERSON COUNTY JAIL ,POLAND ,Female ,20-Jun-12,21-Jun-12,Transferred
20756,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Female ,21-Jun-12,21-Jun-12,Transferred
20756,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Female ,21-Jun-12,8-Aug-12,Transferred
20756,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Female ,8-Aug-12,8-Aug-12,Transferred
20756,Illinois ,JEFFERSON COUNTY JAIL ,POLAND ,Female ,8-Aug-12,10-Aug-12,Transferred
20756,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Female ,10-Aug-12,10-Aug-12,Transferred
20756,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Female ,10-Aug-12,23-Oct-12,Transferred
20756,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Female ,23-Oct-12,23-Oct-12,Transferred
20756,Illinois ,MCHENRY COUNTY SHERIFF'S ,POLAND ,Female ,23-Oct-12,26-Oct-12,Transferred
20756,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Female ,26-Oct-12,26-Oct-12,Transferred
20756,Illinois ,JEFFERSON COUNTY JAIL ,POLAND ,Female ,26-Oct-12,2-Nov-12,Transferred
20756,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Female ,2-Nov-12,2-Nov-12,Transferred
20756,Wisconsin ,KENOSHA COUNTY JAIL ,POLAND ,Female ,2-Nov-12,26-Nov-12,Transferred
20756,Illinois ,CHICAGO HOLD ROOM ,POLAND ,Female ,26-Nov-12,26-Nov-12,Transferred
20756,Wisconsin ,KENOSHA COUNTY JAIL ,POLAND ,Female ,26-Nov-12,28-Nov-12,Transferred
20756,Illinois ,BROADVIEW SERVICE STAGING ,POLAND ,Female ,28-Nov-12,28-Nov-12,Removed
20796,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,30-Oct-12,30-Oct-12,Transferred
20796,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,30-Oct-12,6-Nov-12,Transferred
20796,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,6-Nov-12,6-Nov-12,Transferred
20796,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,6-Nov-12,21-Nov-12,Transferred
20796,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,21-Nov-12,21-Nov-12,Bonded Out
21269,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,19-Oct-12,22-Oct-12,Transferred
21269,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
21269,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,22-Oct-12,7-Nov-12,Transferred
21269,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,7-Nov-12,7-Nov-12,Withdrawal
21536,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,20-Sep-12,20-Sep-12,Transferred
21536,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,20-Sep-12,15-Oct-12,Transferred
21536,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,15-Oct-12,15-Oct-12,Transferred
21536,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,15-Oct-12,16-Nov-12,Removed
21693,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,31-Aug-12,4-Sep-12,Transferred
21693,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,4-Sep-12,4-Sep-12,Transferred
21693,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,4-Sep-12,22-Oct-12,Transferred
21693,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,22-Oct-12,22-Oct-12,Transferred
21693,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,22-Oct-12,9-Nov-12,Transferred
21693,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,9-Nov-12,9-Nov-12,Transferred
21693,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,9-Nov-12,14-Nov-12,Transferred
21693,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Nov-12,14-Nov-12,Proceedings Terminated
21784,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,15-Oct-12,19-Nov-12,Removed
21919,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,3-Apr-12,4-Apr-12,Transferred
21919,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,4-Apr-12,4-Apr-12,Transferred
21919,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,4-Apr-12,19-Apr-12,Transferred
21919,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,19-Apr-12,19-Apr-12,Transferred
21919,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,19-Apr-12,17-May-12,Transferred
21919,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,17-May-12,17-May-12,Transferred
21919,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,17-May-12,19-Jul-12,Transferred
21919,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,19-Jul-12,19-Jul-12,Transferred
21919,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,19-Jul-12,23-Oct-12,Transferred
21919,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,23-Oct-12,31-Oct-12,Transferred
21919,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,31-Oct-12,31-Oct-12,Transferred
21919,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,31-Oct-12,7-Nov-12,Transferred
21919,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,7-Nov-12,7-Nov-12,Transferred
21919,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,7-Nov-12,13-Nov-12,Transferred
21919,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,13-Nov-12,13-Nov-12,Order of supervision
22359,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,1-May-12,1-May-12,Transferred
22359,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,1-May-12,30-May-12,Transferred
22359,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,30-May-12,30-May-12,Transferred
22359,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,30-May-12,6-Jun-12,Transferred
22359,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,6-Jun-12,6-Jun-12,Transferred
22359,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,6-Jun-12,7-Jun-12,Transferred
22359,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,7-Jun-12,7-Jun-12,Transferred
22359,Wisconsin ,KENOSHA COUNTY JAIL ,JAMAICA ,Male ,7-Jun-12,9-Nov-12,Transferred
22359,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,9-Nov-12,9-Nov-12,Order of supervision
23286,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Nov-12,30-Nov-12,Transferred
23286,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
23432,Illinois ,BROADVIEW SERVICE STAGING ,UNKNOWN ,Male ,13-Mar-12,13-Mar-12,Transferred
23432,Illinois ,MCHENRY COUNTY SHERIFF'S ,UNKNOWN ,Male ,13-Mar-12,14-Mar-12,Transferred
23432,Illinois ,BROADVIEW SERVICE STAGING ,UNKNOWN ,Male ,14-Mar-12,14-Mar-12,Transferred
23432,Illinois ,MCHENRY COUNTY SHERIFF'S ,UNKNOWN ,Male ,14-Mar-12,19-Mar-12,Processing Disposition Changed Locally
23432,Illinois ,MCHENRY COUNTY SHERIFF'S ,UNKNOWN ,Male ,19-Mar-12,18-Apr-12,Transferred
23432,Illinois ,CHICAGO HOLD ROOM ,UNKNOWN ,Male ,18-Apr-12,18-Apr-12,Transferred
23432,Illinois ,MCHENRY COUNTY SHERIFF'S ,UNKNOWN ,Male ,18-Apr-12,26-Oct-12,Transferred
23432,Illinois ,BROADVIEW SERVICE STAGING ,UNKNOWN ,Male ,26-Oct-12,26-Oct-12,Transferred
23432,Illinois ,JEFFERSON COUNTY JAIL ,UNKNOWN ,Male ,26-Oct-12,2-Nov-12,Transferred
23432,Illinois ,BROADVIEW SERVICE STAGING ,UNKNOWN ,Male ,2-Nov-12,2-Nov-12,Transferred
23432,Wisconsin ,KENOSHA COUNTY JAIL ,UNKNOWN ,Male ,2-Nov-12,9-Nov-12,Removed
23454,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Nov-12,30-Nov-12,Transferred
23454,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
23542,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,16-Nov-12,23-Nov-12,Removed
23869,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,9-Nov-12,14-Nov-12,Transferred
23869,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Nov-12,14-Nov-12,Transferred
23869,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,14-Nov-12,27-Nov-12,Removed
24119,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,9-Nov-12,13-Nov-12,Transferred
24119,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,13-Nov-12,13-Nov-12,Transferred
24119,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,13-Nov-12,26-Nov-12,Transferred
24119,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,26-Nov-12,26-Nov-12,U.S. Marshals or other agency  
24124,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,2-Apr-12,2-Apr-12,Transferred
24124,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,2-Apr-12,29-Jun-12,Transferred
24124,Texas ,RIO GRANDE VALLEY STAGING ,MEXICO ,Male ,29-Jun-12,30-Jun-12,Transferred
24124,Texas ,PORT ISABEL SPC ,MEXICO ,Male ,30-Jun-12,17-Jul-12,Transferred
24124,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,17-Jul-12,17-Jul-12,Transferred
24124,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,17-Jul-12,17-Oct-12,Transferred
24124,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,17-Oct-12,17-Oct-12,Transferred
24124,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,17-Oct-12,9-Nov-12,Transferred
24124,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Nov-12,9-Nov-12,Order of supervision
24310,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,21-Nov-12,26-Nov-12,Transferred
24310,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,26-Nov-12,26-Nov-12,Transferred
24310,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,26-Nov-12,30-Nov-12,Transferred
24310,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Removed
24691,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,6-Sep-12,6-Sep-12,Transferred
24691,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,6-Sep-12,9-Nov-12,Transferred
24691,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,9-Nov-12,21-Nov-12,Removed
24753,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,23-Oct-12,23-Oct-12,Transferred
24753,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,23-Oct-12,2-Nov-12,Removed
24815,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,16-Oct-12,16-Oct-12,Transferred
24815,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,16-Oct-12,16-Oct-12,Transferred
24815,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,16-Oct-12,2-Nov-12,Removed
24977,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,4-Sep-12,4-Sep-12,Transferred
24977,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,4-Sep-12,5-Sep-12,Transferred
24977,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,5-Sep-12,5-Sep-12,Transferred
24977,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,5-Sep-12,19-Nov-12,Removed
24979,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,13-Sep-12,18-Sep-12,Transferred
24979,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Sep-12,18-Sep-12,Transferred
24979,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Sep-12,1-Nov-12,Transferred
24979,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,1-Nov-12,1-Nov-12,Bonded Out
24980,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,1-Nov-12,2-Nov-12,Transferred
24980,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,2-Nov-12,2-Nov-12,U.S. Marshals or other agency  
25600,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,10-Nov-11,19-Jan-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,19-Jan-12,20-Jan-12,Transferred
25600,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,20-Jan-12,26-Apr-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,26-Apr-12,26-Apr-12,Transferred
25600,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",JAMAICA ,Male ,26-Apr-12,27-Jun-12,Transferred
25600,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,27-Jun-12,27-Jun-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,27-Jun-12,19-Jul-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,19-Jul-12,19-Jul-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,19-Jul-12,27-Jul-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,27-Jul-12,27-Jul-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,27-Jul-12,3-Aug-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,3-Aug-12,3-Aug-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,3-Aug-12,28-Aug-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,28-Aug-12,28-Aug-12,Transferred
25600,Illinois ,MCHENRY COUNTY SHERIFF'S ,JAMAICA ,Male ,28-Aug-12,12-Sep-12,Transferred
25600,Illinois ,BROADVIEW SERVICE STAGING ,JAMAICA ,Male ,12-Sep-12,12-Sep-12,Transferred
25600,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,12-Sep-12,14-Sep-12,Transferred
25600,Kentucky ,BOONE COUNTY JAIL ,JAMAICA ,Male ,14-Sep-12,1-Nov-12,Transferred
25600,Illinois ,JEFFERSON COUNTY JAIL ,JAMAICA ,Male ,1-Nov-12,2-Nov-12,Transferred
25600,Illinois ,CHICAGO HOLD ROOM ,JAMAICA ,Male ,2-Nov-12,2-Nov-12,Order of supervision
25683,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Oct-12,9-Oct-12,Transferred
25683,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,9-Oct-12,6-Nov-12,Removed
26105,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,1-Nov-12,2-Nov-12,Transferred
26105,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,2-Nov-12,2-Nov-12,Transferred
26105,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,2-Nov-12,16-Nov-12,Removed
26268,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,31-Oct-12,Transferred
26268,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
26268,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,31-Oct-12,16-Nov-12,Removed
26271,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,1-Nov-12,14-Nov-12,Transferred
26271,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Nov-12,14-Nov-12,Transferred
