TRAC Assigned Identifier for Individual,State,Detention Facility,Nationality,Gender,Book-In Date,Book-Out Date,Reason for Book-Out
126011,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Jul-12,13-Jul-12,Transferred
126011,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,13-Jul-12,24-Jul-12,Transferred
126011,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,24-Jul-12,24-Jul-12,Transferred
126011,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,24-Jul-12,18-Dec-12,Removed
126012,Illinois ,ROCK ISLAND HOLD ROOM ,MEXICO ,Male ,21-Jun-12,21-Jun-12,Transferred
126012,Illinois ,ROCK ISLAND COUNTY JAIL ,MEXICO ,Male ,21-Jun-12,25-Jun-12,Transferred
126012,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,25-Jun-12,25-Jun-12,Transferred
126012,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,25-Jun-12,11-Jul-12,Transferred
126012,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,11-Jul-12,11-Jul-12,Transferred
126012,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,11-Jul-12,28-Dec-12,Voluntary Return
126014,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,12-Jul-12,12-Jul-12,Transferred
126014,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,12-Jul-12,13-Jul-12,Transferred
126014,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,13-Jul-12,13-Jul-12,Transferred
126014,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,13-Jul-12,17-Sep-12,Transferred
126014,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,17-Sep-12,17-Sep-12,Transferred
126014,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,17-Sep-12,17-Oct-12,Transferred
126014,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,17-Oct-12,17-Oct-12,Transferred
126014,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,17-Oct-12,31-Oct-12,Transferred
126014,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,31-Oct-12,31-Oct-12,Transferred
126014,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,31-Oct-12,14-Dec-12,Transferred
126014,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,14-Dec-12,14-Dec-12,U.S. Marshals or other agency  
126016,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,29-Nov-12,29-Nov-12,Transferred
126016,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,29-Nov-12,4-Dec-12,Transferred
126016,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,4-Dec-12,4-Dec-12,Bonded Out
126017,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,29-Nov-12,29-Nov-12,Transferred
126017,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,29-Nov-12,4-Dec-12,Transferred
126017,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,4-Dec-12,4-Dec-12,Bonded Out
126018,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,23-Sep-12,24-Sep-12,Transferred
126018,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,24-Sep-12,24-Sep-12,Transferred
126018,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,24-Sep-12,14-Dec-12,Removed
126026,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,25-Oct-12,25-Oct-12,Transferred
126026,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,25-Oct-12,15-Nov-12,Transferred
126026,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,15-Nov-12,3-Dec-12,Transferred
126026,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,3-Dec-12,3-Dec-12,Transferred
126026,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,3-Dec-12,14-Dec-12,Voluntary Return
126027,Illinois ,ELGIN POLICE DEPT. JAIL ,MEXICO ,Male ,5-Sep-12,6-Sep-12,Transferred
126027,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Sep-12,6-Sep-12,Transferred
126027,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,6-Sep-12,10-Sep-12,Transferred
126027,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,10-Sep-12,10-Sep-12,Transferred
126027,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,10-Sep-12,18-Dec-12,Removed
126030,Illinois ,SANGAMON COUNTY JAIL ,"CHINA, PEOPLES REPUBLIC OF ",Female ,30-Aug-12,31-Aug-12,Transferred
126030,Illinois ,JEFFERSON COUNTY JAIL ,"CHINA, PEOPLES REPUBLIC OF ",Female ,31-Aug-12,6-Sep-12,Transferred
126030,Illinois ,BROADVIEW SERVICE STAGING ,"CHINA, PEOPLES REPUBLIC OF ",Female ,6-Sep-12,6-Sep-12,Transferred
126030,Wisconsin ,KENOSHA COUNTY JAIL ,"CHINA, PEOPLES REPUBLIC OF ",Female ,6-Sep-12,12-Sep-12,Transferred
126030,Illinois ,BROADVIEW SERVICE STAGING ,"CHINA, PEOPLES REPUBLIC OF ",Female ,12-Sep-12,12-Sep-12,Transferred
126030,Wisconsin ,KENOSHA COUNTY JAIL ,"CHINA, PEOPLES REPUBLIC OF ",Female ,12-Sep-12,5-Oct-12,Transferred
126030,Illinois ,CHICAGO HOLD ROOM ,"CHINA, PEOPLES REPUBLIC OF ",Female ,5-Oct-12,5-Oct-12,Transferred
126030,Wisconsin ,KENOSHA COUNTY JAIL ,"CHINA, PEOPLES REPUBLIC OF ",Female ,5-Oct-12,29-Oct-12,Transferred
126030,Illinois ,BROADVIEW SERVICE STAGING ,"CHINA, PEOPLES REPUBLIC OF ",Female ,29-Oct-12,29-Oct-12,Transferred
126030,Illinois ,MCHENRY COUNTY SHERIFF'S ,"CHINA, PEOPLES REPUBLIC OF ",Female ,29-Oct-12,6-Dec-12,Voluntary Return
126032,Illinois ,SANGAMON COUNTY JAIL ,GUATEMALA ,Male ,10-Oct-12,11-Oct-12,Transferred
126032,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,11-Oct-12,3-Dec-12,Transferred
126032,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,3-Dec-12,3-Dec-12,Bonded Out
126033,Illinois ,TRI-COUNTY JAIL ,EL SALVADOR ,Male ,23-Oct-12,14-Dec-12,Transferred
126033,Illinois ,SANGAMON COUNTY JAIL ,EL SALVADOR ,Male ,14-Dec-12,14-Dec-12,Transferred
126033,Illinois ,CHICAGO HOLD ROOM ,EL SALVADOR ,Male ,14-Dec-12,14-Dec-12,Transferred
126033,Illinois ,MCHENRY COUNTY SHERIFF'S ,EL SALVADOR ,Male ,14-Dec-12,17-Dec-12,Bonded Out
126034,Illinois ,TRI-COUNTY JAIL ,EL SALVADOR ,Male ,23-Oct-12,28-Nov-12,Transferred
126034,Illinois ,CHICAGO HOLD ROOM ,EL SALVADOR ,Male ,28-Nov-12,28-Nov-12,Transferred
126034,Illinois ,MCHENRY COUNTY SHERIFF'S ,EL SALVADOR ,Male ,28-Nov-12,4-Dec-12,Transferred
126034,Illinois ,CHICAGO HOLD ROOM ,EL SALVADOR ,Male ,4-Dec-12,4-Dec-12,Transferred
126034,Illinois ,MCHENRY COUNTY SHERIFF'S ,EL SALVADOR ,Male ,4-Dec-12,14-Dec-12,Transferred
126034,Louisiana ,JENA/LASALLE DETENTION FACILITY ,EL SALVADOR ,Male ,14-Dec-12,18-Dec-12,Removed
126037,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,29-Nov-12,29-Nov-12,Transferred
126037,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,29-Nov-12,4-Dec-12,Transferred
126037,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,4-Dec-12,11-Dec-12,Voluntary Return
126039,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,2-Nov-12,5-Nov-12,Transferred
126039,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,5-Nov-12,4-Dec-12,Removed
126042,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,24-Apr-12,25-Apr-12,Transferred
126042,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,25-Apr-12,25-Apr-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,25-Apr-12,4-May-12,Transferred
126042,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,4-May-12,4-May-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-May-12,4-May-12,Processing Disposition Changed Locally
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-May-12,9-Jul-12,Transferred
126042,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Jul-12,9-Jul-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,9-Jul-12,3-Aug-12,Transferred
126042,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,3-Aug-12,3-Aug-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,3-Aug-12,3-Oct-12,Transferred
126042,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,3-Oct-12,3-Oct-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,3-Oct-12,4-Oct-12,Transferred
126042,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,4-Oct-12,4-Oct-12,Transferred
126042,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-Oct-12,7-Nov-12,Transferred
126042,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,7-Nov-12,7-Nov-12,Transferred
126042,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,7-Nov-12,14-Dec-12,Removed
126044,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,30-Nov-12,3-Dec-12,Transferred
126044,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,3-Dec-12,18-Dec-12,Removed
126045,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,30-Nov-12,4-Dec-12,Transferred
126045,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-Dec-12,18-Dec-12,Removed
126049,Illinois ,TRI-COUNTY JAIL ,EL SALVADOR ,Male ,1-Nov-12,8-Nov-12,Transferred
126049,Illinois ,BROADVIEW SERVICE STAGING ,EL SALVADOR ,Male ,8-Nov-12,8-Nov-12,Transferred
126049,Wisconsin ,KENOSHA COUNTY JAIL ,EL SALVADOR ,Male ,8-Nov-12,15-Nov-12,Processing Disposition Changed Locally
126049,Wisconsin ,KENOSHA COUNTY JAIL ,EL SALVADOR ,Male ,15-Nov-12,28-Nov-12,Transferred
126049,Illinois ,CHICAGO HOLD ROOM ,EL SALVADOR ,Male ,28-Nov-12,28-Nov-12,Transferred
126049,Wisconsin ,KENOSHA COUNTY JAIL ,EL SALVADOR ,Male ,28-Nov-12,14-Dec-12,Transferred
126049,Louisiana ,JENA/LASALLE DETENTION FACILITY ,EL SALVADOR ,Male ,14-Dec-12,18-Dec-12,Removed
126050,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,6-Dec-12,7-Dec-12,Transferred
126050,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,7-Dec-12,7-Dec-12,Transferred
126050,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,7-Dec-12,21-Dec-12,Transferred
126050,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,21-Dec-12,21-Dec-12,Removed
126059,Illinois ,ROCK ISLAND HOLD ROOM ,GUATEMALA ,Male ,23-Aug-12,23-Aug-12,Transferred
126059,Illinois ,ROCK ISLAND COUNTY JAIL ,GUATEMALA ,Male ,23-Aug-12,24-Aug-12,Transferred
126059,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,24-Aug-12,10-Dec-12,Transferred
126059,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,10-Dec-12,10-Dec-12,Transferred
126059,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,10-Dec-12,11-Dec-12,Transferred
126059,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,11-Dec-12,11-Dec-12,Transferred
126059,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,11-Dec-12,14-Dec-12,Transferred
126059,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,14-Dec-12,20-Dec-12,Removed
126060,Illinois ,ROCK ISLAND HOLD ROOM ,MEXICO ,Male ,17-Sep-12,17-Sep-12,Transferred
126060,Illinois ,ROCK ISLAND COUNTY JAIL ,MEXICO ,Male ,17-Sep-12,18-Sep-12,Transferred
126060,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,18-Sep-12,25-Oct-12,Transferred
126060,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,25-Oct-12,25-Oct-12,Transferred
126060,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,25-Oct-12,4-Dec-12,Transferred
126060,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,4-Dec-12,4-Dec-12,Transferred
126060,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-Dec-12,11-Dec-12,Removed
126062,Illinois ,ROCK ISLAND HOLD ROOM ,MEXICO ,Male ,26-Nov-12,26-Nov-12,Transferred
126062,Illinois ,ROCK ISLAND COUNTY JAIL ,MEXICO ,Male ,26-Nov-12,29-Nov-12,Transferred
126062,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,29-Nov-12,10-Dec-12,Transferred
126062,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,10-Dec-12,10-Dec-12,Transferred
126062,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,10-Dec-12,14-Dec-12,Removed
126063,Illinois ,ROCK ISLAND HOLD ROOM ,MEXICO ,Male ,30-Nov-12,30-Nov-12,Transferred
126063,Illinois ,ROCK ISLAND COUNTY JAIL ,MEXICO ,Male ,30-Nov-12,4-Dec-12,Transferred
126063,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,4-Dec-12,28-Dec-12,Removed
126065,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,29-Jun-12,29-Jun-12,Transferred
126065,Illinois ,JEFFERSON COUNTY JAIL ,GUATEMALA ,Male ,29-Jun-12,2-Jul-12,Transferred
126065,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,2-Jul-12,2-Jul-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,2-Jul-12,24-Jul-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,24-Jul-12,24-Jul-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,24-Jul-12,25-Jul-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,25-Jul-12,25-Jul-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,25-Jul-12,27-Aug-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,27-Aug-12,27-Aug-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,27-Aug-12,12-Sep-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,12-Sep-12,12-Sep-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,12-Sep-12,18-Sep-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,18-Sep-12,18-Sep-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,18-Sep-12,20-Sep-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,20-Sep-12,20-Sep-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,20-Sep-12,26-Sep-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,26-Sep-12,26-Sep-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,26-Sep-12,3-Oct-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,3-Oct-12,3-Oct-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,3-Oct-12,17-Oct-12,Transferred
126065,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,17-Oct-12,17-Oct-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,17-Oct-12,18-Oct-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,18-Oct-12,18-Oct-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,18-Oct-12,5-Nov-12,Transferred
126065,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,5-Nov-12,5-Nov-12,Transferred
126065,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,5-Nov-12,17-Dec-12,Withdrawal
126066,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,16-Jul-12,5-Sep-12,Transferred
126066,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,5-Sep-12,5-Sep-12,Transferred
126066,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,5-Sep-12,3-Oct-12,Transferred
126066,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,3-Oct-12,3-Oct-12,Transferred
126066,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,3-Oct-12,4-Oct-12,Transferred
126066,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,4-Oct-12,4-Oct-12,Transferred
126066,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,4-Oct-12,13-Nov-12,Transferred
126066,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Nov-12,13-Nov-12,Transferred
126066,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,13-Nov-12,21-Dec-12,Transferred
126066,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,21-Dec-12,21-Dec-12,Proceedings Terminated
126068,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,9-Aug-12,9-Aug-12,Transferred
126068,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,9-Aug-12,13-Sep-12,Transferred
126068,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,13-Sep-12,13-Sep-12,Transferred
126068,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,13-Sep-12,3-Dec-12,Transferred
126068,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,3-Dec-12,3-Dec-12,Transferred
126068,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,3-Dec-12,14-Dec-12,Voluntary Return
126069,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Aug-12,13-Aug-12,Transferred
126069,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,13-Aug-12,26-Nov-12,Transferred
126069,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,26-Nov-12,26-Nov-12,Transferred
126069,Wisconsin ,"DODGE COUNTY JAIL, JUNEAU ",MEXICO ,Male ,26-Nov-12,13-Dec-12,Transferred
126069,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,13-Dec-12,13-Dec-12,Transferred
126069,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,13-Dec-12,19-Dec-12,Transferred
126069,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,19-Dec-12,28-Dec-12,Removed
126072,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,6-Sep-12,6-Sep-12,Transferred
126072,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,6-Sep-12,7-Dec-12,Removed
126076,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,31-Jul-12,31-Jul-12,Transferred
126076,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,31-Jul-12,18-Aug-12,Transferred
126076,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,18-Aug-12,7-Nov-12,Transferred
126076,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,7-Nov-12,5-Dec-12,Transferred
126076,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,5-Dec-12,5-Dec-12,Transferred
126076,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,5-Dec-12,21-Dec-12,Transferred
126076,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,21-Dec-12,21-Dec-12,Voluntary Return
126081,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,30-Aug-12,30-Aug-12,Transferred
126081,Illinois ,TRI-COUNTY JAIL ,GUATEMALA ,Male ,30-Aug-12,27-Nov-12,Transferred
126081,Illinois ,CHICAGO HOLD ROOM ,GUATEMALA ,Male ,27-Nov-12,27-Nov-12,Transferred
126081,Illinois ,MCHENRY COUNTY SHERIFF'S ,GUATEMALA ,Male ,27-Nov-12,30-Nov-12,Transferred
126081,Illinois ,BROADVIEW SERVICE STAGING ,GUATEMALA ,Male ,30-Nov-12,30-Nov-12,Transferred
126081,Louisiana ,JENA/LASALLE DETENTION FACILITY ,GUATEMALA ,Male ,30-Nov-12,6-Dec-12,Removed
126082,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,5-Sep-12,5-Sep-12,Transferred
126082,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,5-Sep-12,3-Oct-12,Transferred
126082,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,3-Oct-12,3-Oct-12,Transferred
126082,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,3-Oct-12,6-Nov-12,Transferred
126082,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,6-Nov-12,6-Nov-12,Transferred
126082,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,6-Nov-12,18-Dec-12,Removed
126085,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Female ,10-Oct-12,10-Oct-12,Transferred
126085,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Female ,10-Oct-12,31-Dec-12,Transferred
126085,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Female ,31-Dec-12,31-Dec-12,Bonded Out
126089,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,23-Oct-12,23-Oct-12,Transferred
126089,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Oct-12,28-Nov-12,Transferred
126089,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,28-Nov-12,28-Nov-12,Transferred
126089,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,28-Nov-12,11-Dec-12,Voluntary Return
126093,Illinois ,ROCK ISLAND HOLD ROOM ,MEXICO ,Male ,26-Dec-12,26-Dec-12,Order of recognizance - lack of space
126097,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,14-Sep-12,14-Sep-12,Transferred
126097,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,14-Sep-12,11-Dec-12,Removed
126098,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,14-Sep-12,14-Sep-12,Transferred
126098,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,14-Sep-12,18-Oct-12,Transferred
126098,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Oct-12,18-Oct-12,Transferred
126098,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,4-Dec-12,Removed
126101,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,28-Nov-12,28-Nov-12,Transferred
126101,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,28-Nov-12,4-Dec-12,Transferred
126101,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,4-Dec-12,13-Dec-12,Transferred
126101,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,13-Dec-12,13-Dec-12,Bonded Out
126103,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,28-Sep-12,28-Sep-12,Transferred
126103,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,28-Sep-12,6-Dec-12,Transferred
126103,Illinois ,CHICAGO HOLD ROOM ,MEXICO ,Male ,6-Dec-12,6-Dec-12,Bonded Out
126105,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,11-Oct-12,11-Oct-12,Transferred
126105,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,11-Oct-12,18-Dec-12,Removed
126106,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,11-Oct-12,11-Oct-12,Transferred
126106,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,11-Oct-12,18-Oct-12,Transferred
126106,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,18-Oct-12,18-Oct-12,Transferred
126106,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,18-Oct-12,11-Dec-12,Removed
126108,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,15-Oct-12,15-Oct-12,Transferred
126108,Illinois ,MCHENRY COUNTY SHERIFF'S ,MEXICO ,Male ,15-Oct-12,18-Dec-12,Removed
126110,Illinois ,TRI-COUNTY JAIL ,MEXICO ,Male ,23-Oct-12,24-Oct-12,Transferred
126110,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,24-Oct-12,24-Oct-12,Transferred
126110,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,24-Oct-12,4-Dec-12,Removed
126112,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,29-Oct-12,29-Oct-12,Transferred
126112,Illinois ,JEFFERSON COUNTY JAIL ,MEXICO ,Male ,29-Oct-12,8-Nov-12,Transferred
126112,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,8-Nov-12,8-Nov-12,Transferred
126112,Wisconsin ,KENOSHA COUNTY JAIL ,MEXICO ,Male ,8-Nov-12,18-Dec-12,Removed
126113,Illinois ,BROADVIEW SERVICE STAGING ,MEXICO ,Male ,30-Oct-12,30-Oct-12,Transferred
